ID_NUMBER,ACTIVITY_LOCATION,NAICS_CODE
ALD078972106,AL    ,32562
ALR000009647,AL    ,23731
ALR000051607,AL    ,44611
ALR000039396,AL    ,811111
ALR000015305,AL    ,332812
ALR000014340,AL    ,33641
ALD982098485,AL    ,81232
ALR000037010,AL    ,811111
ALR000023853,AL    ,45291
ALR000039230,AL    ,339995
ALR000001693,AL    ,333911
ALR000001271,AL    ,332216
ALD982109993,AL    ,811310
ALR000047449,AL    ,212312
ALR000007971,AL    ,336370
ALD040654022,AL    ,33111
ALR000029868,AL    ,322291
ALD079127197,AL    ,53212
ALR000018721,AL    ,32741
ALR000046516,AL    ,33651
ALR000025627,AL    ,81131
ALR000010843,AL    ,49221
ALD063668628,AL    ,322121
ALD981477235,AL    ,221112
ALD980600654,AL    ,325211
AL0000044602,AL    ,811111
ALR000031443,AL    ,51331
ALR000033456,AL    ,441221
ALR000051714,AL    ,44611
ALR000029017,AL    ,484230
ALR000036541,AL    ,81111
ALR000031351,AL    ,811191
ALR000025866,AL    ,53249
ALD037483765,AL    ,484121
ALR000034819,AL    ,812332
ALR000047266,AL    ,23731
ALR000023499,AL    ,48412
ALR000031195,AL    ,811111
ALR000001636,AL    ,336611
ALR000007989,AL    ,221111
ALD118036342,AL    ,81111
ALR000040139,AL    ,44131
ALR000037689,AL    ,811111
ALD003398187,AL    ,332721
ALR000035493,AL    ,48422
ALD982157331,AL    ,811198
ALD981756398,AL    ,321114
ALD983169624,AL    ,324122
ALD982115230,AL    ,313210
ALD034047845,AL    ,811111
ALR000036699,AL    ,811111
ALR000008755,AL    ,811121
ALD983193731,AL    ,811121
ALD981478605,AL    ,44122
ALR000036863,AL    ,81119
ALD982079147,AL    ,33271
ALR000018671,AL    ,81111
ALR000045013,AL    ,49311
ALR000002097,AL    ,42193
ALR000022210,AL    ,811191
ALR000049957,AL    ,336611
ALR000042705,AL    ,92311
ALD982173106,AL    ,51111
ALR000032391,AL    ,332999
ALR000018515,AL    ,332996
ALD982173668,AL    ,313221
ALR000010827,AL    ,49221
ALR000016980,AL    ,811191
ALD983182163,AL    ,81232
ALR000029751,AL    ,48831
ALR000014886,AL    ,31311
ALR000032946,AL    ,811191
ALR000037127,AL    ,541611
ALD983174004,AL    ,49311
ALD982139164,AL    ,221111
GAR000020131,AL    ,42393
MSD981920200,AL    ,321114
TND982116493,AL    ,485991
TND987780145,AL    ,42393
ALR000029389,AL    ,44112
ALD981751373,AL    ,811198
ALR000042614,AL    ,452311
ALD983174889,AL    ,11212
ALR000033852,AL    ,23832
GAR000035303,AL    ,56292
GAR000036970,AL    ,42193
GAR000049155,AL    ,48423
TNR000011296,AL    ,562111
ALD055610158,AL    ,325199
ALR000017335,AL    ,484230
ALR000027326,AL    ,334418
ALR000001552,AL    ,32222
ALD055156012,AL    ,332111
ALD981023294,AL    ,92811
ALR000049676,AL    ,562998
ALR000049049,AL    ,336390
ALD044490183,AL    ,483111
ALD077911915,AL    ,336212
ALD058221326,AL    ,493190
ALD004009320,AL    ,324121
ALR000049825,AL    ,81131
ALR000052399,AL    ,446110
ALD982097172,AL    ,332313
ALR000051953,AL    ,44611
ALR000054205,AL    ,562998
ALR000051342,AL    ,44611
ALR000053587,AL    ,23832
ALR000053801,AL    ,482112
ALR000036822,AL    ,32522
ALR000040493,AL    ,62211
ALD982088379,AL    ,333611
ALR000053827,AL    ,33637
ALR000053843,AL    ,23822
ALD982125213,AL    ,33612
ALD982088437,AL    ,33111
ALD983176520,AL    ,48819
AL6210020776,AL    ,48819
MSR000104802,AL    ,42393
IN0000351387,AL    ,562920
INR000006536,AL    ,562112
ILD981195720,AL    ,484122
OHD009865825,AL    ,562998
NMR000015883,AL    ,48423
LAR000068445,AL    ,562112
TXR000025791,AL    ,23899
OKD987093424,AL    ,562112
LA0000147272,AL    ,48849
CAD004778742,AL    ,48423
MAD084814136,AL    ,56291
NJD981566482,AL    ,484121
NJR000011528,AL    ,484121
NJD986607380,AL    ,562112
PAD146714878,AL    ,484230
ALR000051391,AL    ,332313
ALR000027441,AL    ,42221
ALR000052449,AL    ,811111
ALD981923261,AL    ,811111
ALR000042366,AL    ,482111
ALR000039297,AL    ,92212
ALR000008920,AL    ,44122
ALR000049718,AL    ,332812
ALD982087074,AL    ,61121
ALR000013110,AL    ,49311
AL0000879205,AL    ,337127
ALR000025569,AL    ,44131
ALR000048801,AL    ,484122
ALR000023036,AL    ,811191
ALR000048280,AL    ,48691
ALD067115881,AL    ,56199
ALR000022731,AL    ,81111
ALD983169079,AL    ,44511
ALD983184029,AL    ,81149
ALD983192931,AL    ,333319
ALD112650312,AL    ,531120
ALR000000323,AL    ,48541
ALR000040972,AL    ,211111
ALR000011189,AL    ,337125
ALR000012369,AL    ,325311
ALD983169657,AL    ,4471
ALR000018374,AL    ,811191
ALD983175365,AL    ,811111
ALD000770289,AL    ,213112
ALD983179078,AL    ,334111
ALD983176124,AL    ,4471
ALD983185471,AL    ,71391
ALD981865603,AL    ,44131
ALR000026633,AL    ,44131
ALD981028186,AL    ,81232
ALR000018465,AL    ,212312
ALR000040675,AL    ,336399
ALD981470107,AL    ,482111
ALR000013888,AL    ,562112
ALR000045765,AL    ,811191
ALD982136392,AL    ,53212
ALR000032466,AL    ,452311
ALD981860778,AL    ,811111
ALD983174020,AL    ,323113
ALD982144883,AL    ,81112
ALD077649259,AL    ,61121
ALD067132936,AL    ,335312
ALD075452540,AL    ,81232
ALD982129579,AL    ,44131
ALR000034009,AL    ,452311
ALD981023708,AL    ,81111
ALD981023708,AL    ,92811
ALD981023237,AL    ,81111
ALR000028340,AL    ,811118
ALD078983301,AL    ,335312
ALD034037713,AL    ,811191
ALD981023716,AL    ,92811
ALR000043844,AL    ,321219
ALD045753043,AL    ,44112
ALD983179789,AL    ,54138
ALD008150286,AL    ,332813
ALR000033316,AL    ,44411
ALR000046987,AL    ,23832
ALR000034124,AL    ,92811
ALD983182031,AL    ,333319
AL0000053553,AL    ,23599
ALD983182551,AL    ,332312
ALR000034793,AL    ,54189
ALD982144552,AL    ,45111
ALR000018457,AL    ,212321
ALR000022095,AL    ,811112
ALR000053694,AL    ,562112
ALR000040329,AL    ,23731
ALR000049270,AL    ,532412
ALR000052266,AL    ,44611
ALR000052340,AL    ,44611
ALR000044172,AL    ,92211
ALR000039339,AL    ,811191
ALD982129843,AL    ,44131
ALR000053025,AL    ,811111
ALD097751507,AL    ,42471
AL0000877951,AL    ,44711
ALD983179193,AL    ,493120
ALD980602247,AL    ,42271
ALD983166240,AL    ,541512
ALD982097909,AL    ,44131
ALD112650346,AL    ,488190
ALD061130266,AL    ,81232
ALD131170599,AL    ,811111
ALR000052084,AL    ,44611
ALD047158266,AL    ,331511
ALR000052795,AL    ,44611
ALD982134652,AL    ,484220
ALD983194564,AL    ,811121
SCR000074575,AL    ,562910
ALD000737288,AL    ,33711
ALD000773432,AL    ,332313
ALD983192477,AL    ,32311
ALR000009449,AL    ,333313
ALR000009449,AL    ,333298
ALR000009449,AL    ,333999
ALD982104549,AL    ,44111
ALR000027888,AL    ,324121
ALD051575629,AL    ,56171
ALR000000091,AL    ,53212
ALD983171224,AL    ,44131
ALD983182965,AL    ,44132
ALR000022152,AL    ,811191
ALR000044719,AL    ,562111
ALD983173493,AL    ,48621
ALR000023689,AL    ,452311
ALD983184433,AL    ,811121
ALD067127126,AL    ,21231
ALD075457309,AL    ,332991
ALR000051664,AL    ,44611
ALR000038554,AL    ,44131
ALR000033357,AL    ,81111
ALR000017186,AL    ,811118
ALR000017186,AL    ,81111
ALR000025353,AL    ,53212
ALR000053538,AL    ,23832
ALD983174178,AL    ,61171
ALR000030155,AL    ,48541
ALR000044826,AL    ,336413
ALD000615625,AL    ,811111
ALR000029454,AL    ,33635
ALR000018580,AL    ,811111
ALR000042762,AL    ,452311
ALD058627134,AL    ,42413
ALR000012658,AL    ,811111
ALR000040931,AL    ,33271
ALD981015142,AL    ,33633
ALR000046912,AL    ,23819
ALR000016063,AL    ,32732
ALD000615567,AL    ,221112
ALR000017038,AL    ,81111
ALD983167933,AL    ,332439
ALR000051623,AL    ,44611
ALR000029504,AL    ,484121
ALR000037770,AL    ,562112
ALR000051631,AL    ,812922
ALR000053546,AL    ,23832
AL0000593061,AL    ,334418
ALR000019281,AL    ,44131
ALR000002709,AL    ,811191
ALD983183211,AL    ,81232
ALD982125668,AL    ,333293
ALD000609677,AL    ,21211
ALR000051920,AL    ,44611
ALR000001206,AL    ,81131
ALR000000794,AL    ,562998
ALD084367960,AL    ,324122
ALR000023432,AL    ,811111
ALR000005165,AL    ,336612
ALR000009621,AL    ,333922
ALD983171281,AL    ,42271
ALD983191289,AL    ,42183
ALR000035501,AL    ,482111
ALR000017178,AL    ,811191
ALR000017491,AL    ,811118
ALR000008284,AL    ,33312
ALD983194820,AL    ,44111
ALR000047514,AL    ,42345
ALD067115055,AL    ,562991
ALR000006502,AL    ,811113
ALD982078917,AL    ,54138
ALR000051748,AL    ,44611
ALR000043273,AL    ,23622
ALR000023895,AL    ,452311
ALR000012906,AL    ,325998
ALD983194036,AL    ,33711
ALR000045518,AL    ,23622
ALD983180423,AL    ,333512
ALR000009506,AL    ,811121
ALR000039982,AL    ,48899
ALD094473212,AL    ,81232
ALD983193178,AL    ,48541
ALD983180175,AL    ,332999
ALR000042309,AL    ,42472
ALR000051029,AL    ,81111
ALR000033506,AL    ,562111
ALR000030122,AL    ,61121
ALD982080855,AL    ,48819
ALD983191586,AL    ,42193
ALR000040550,AL    ,811121
ALR000033829,AL    ,56199
ALD983166109,AL    ,81112
ALR000007567,AL    ,44111
ALR000028175,AL    ,331524
ALD981023427,AL    ,92811
ALR000016550,AL    ,42472
ALR000032599,AL    ,452311
ALR000018655,AL    ,811111
ALD983190943,AL    ,92212
ALR000006155,AL    ,42182
ALR000014464,AL    ,32411
ALR000044461,AL    ,811113
ALD982158578,AL    ,32591
ALR000044479,AL    ,54171
AL2690320435,AL    ,48831
ALR000024083,AL    ,311422
ALD031493414,AL    ,81232
ALR000007104,AL    ,334418
ALD983195272,AL    ,81232
AL0000899831,AL    ,811111
AL0000899831,AL    ,44111
ALR000053306,AL    ,562998
ALD981023245,AL    ,81111
ALD981023534,AL    ,92811
ALD983192956,AL    ,313249
ALR000048561,AL    ,811198
ALD982174005,AL    ,81111
ALD982094187,AL    ,81232
ALD980844831,AL    ,811121
ALD982098204,AL    ,62211
ALR000048017,AL    ,112111
AL0001002716,AL    ,21111
ALD983180092,AL    ,54185
ALR000033696,AL    ,44111
ALD983177361,AL    ,4841
ALR000017269,AL    ,81111
ALR000017608,AL    ,332116
ALD983169574,AL    ,423610
ALR000036210,AL    ,61111
ALD039135231,AL    ,322121
ALR000011569,AL    ,44122
ALR000023101,AL    ,811111
ALR000053686,AL    ,321114
ALR000032326,AL    ,811191
ALR000014860,AL    ,23411
ALD000652909,AL    ,811111
ALR000043828,AL    ,811118
ALD983191206,AL    ,335931
ALD983190505,AL    ,44131
ALD003291531,AL    ,32192
ALD982132086,AL    ,334419
ALD983174046,AL    ,333319
ALR000018598,AL    ,811118
ALR000000380,AL    ,333618
ALR000045666,AL    ,452311
ALD983180142,AL    ,44511
ALD983179664,AL    ,212324
ALR000012070,AL    ,324199
ALR000029447,AL    ,22132
ALD983183823,AL    ,81232
ALD126183201,AL    ,811111
ALR000034322,AL    ,22132
ALR000014225,AL    ,32551
ALR000024455,AL    ,324121
ALD983194275,AL    ,45291
AL0000266726,AL    ,562213
ALR000005751,AL    ,44111
ALR000038000,AL    ,42372
ALR000018861,AL    ,484121
ALR000044248,AL    ,562112
ALR000025205,AL    ,44111
ALD983177031,AL    ,92119
ALD078979838,AL    ,81232
ALR000010504,AL    ,48811
AL0000871186,AL    ,56299
ALR000046417,AL    ,484122
ALD000613828,AL    ,31321
ALR000009571,AL    ,48411
ALR000009571,AL    ,562119
ALR000009720,AL    ,325314
ALD982124604,AL    ,811191
ALR000036095,AL    ,61131
ALR000035352,AL    ,61111
ALR000033423,AL    ,53231
ALR000029256,AL    ,325211
ALD082064775,AL    ,56174
ALD082064775,AL    ,81232
ALD983192071,AL    ,31321
ALR000051193,AL    ,336413
ALR000009969,AL    ,333112
ALR000009969,AL    ,333111
ALD982110215,AL    ,325612
ALD983183138,AL    ,81131
ALD983181777,AL    ,811111
ALD983192428,AL    ,48849
ALD982173882,AL    ,811111
ALR000036186,AL    ,61111
ALR000006973,AL    ,48849
ALR000049395,AL    ,811191
ALD983169129,AL    ,44511
ALD983194887,AL    ,3379
ALD983194887,AL    ,42183
ALD981868300,AL    ,812199
ALR000051201,AL    ,336413
ALD053275947,AL    ,45321
ALR000010728,AL    ,81231
ALD982087157,AL    ,811121
ALD063666325,AL    ,333319
ALD000652479,AL    ,32532
ALR000047662,AL    ,562998
ALR000018697,AL    ,811111
ALR000035022,AL    ,541921
ALD983168378,AL    ,81149
ALD983194135,AL    ,33271
ALR000016014,AL    ,332999
ALR000006296,AL    ,51111
ALR000040717,AL    ,42361
ALD983190562,AL    ,321114
ALR000044206,AL    ,551114
ALR000034520,AL    ,562212
ALR000042267,AL    ,452311
ALD983171232,AL    ,4471
ALR000015511,AL    ,33271
ALR000016865,AL    ,811118
ALD000610063,AL    ,321113
AL0001010115,AL    ,454311
ALR000016774,AL    ,562998
ALR000043638,AL    ,327332
ALR000017475,AL    ,811118
ALR000017475,AL    ,81111
ALD983192089,AL    ,31321
ALR000015842,AL    ,321113
ALD982109860,AL    ,42469
ALR000024471,AL    ,211111
ALD982086209,AL    ,334418
ALR000046706,AL    ,482112
ALD001874171,AL    ,485113
ALR000011874,AL    ,81112
ALD983177205,AL    ,323119
ALR000006049,AL    ,71391
ALR000012690,AL    ,484121
ALR000000588,AL    ,332439
ALR000013193,AL    ,452311
ALR000018523,AL    ,81111
ALR000016931,AL    ,44131
ALD983192048,AL    ,337215
ALR000029116,AL    ,331314
ALR000029116,AL    ,42193
ALR000017194,AL    ,811111
ALD983166091,AL    ,81111
ALR000045211,AL    ,81111
ALR000022459,AL    ,424490
ALD983195017,AL    ,81111
ALR000021592,AL    ,33331
ALD981756034,AL    ,811111
ALD983192196,AL    ,48422
ALD983178229,AL    ,325998
ALR000022269,AL    ,33392
ALR000009886,AL    ,81112
ALD981861016,AL    ,81232
ALD980803357,AL    ,324191
ALD047160072,AL    ,332722
ALD047160072,AL    ,333319
ALD983169632,AL    ,811192
ALD031497423,AL    ,333995
ALR000010959,AL    ,337212
ALR000031005,AL    ,23731
ALR000031005,AL    ,811191
ALR000011635,AL    ,326121
ALR000029942,AL    ,81111
ALR000046003,AL    ,44419
ALD057211823,AL    ,321114
ALR000015040,AL    ,324122
AL0000196758,AL    ,81121
ALD982165805,AL    ,811121
ALD982132144,AL    ,481111
ALR000040303,AL    ,23731
ALR000040410,AL    ,23731
ALD983182643,AL    ,4841
ALR000025858,AL    ,33711
ALD982092694,AL    ,44111
ALD000653022,AL    ,332813
ALD982080848,AL    ,333924
ALR000042630,AL    ,452311
ALR000030551,AL    ,81232
ALD040661084,AL    ,811111
ALD982123069,AL    ,333911
ALR000043836,AL    ,81111
ALR000044438,AL    ,44111
ALR000002311,AL    ,811191
ALD982098147,AL    ,441110
ALD981477672,AL    ,221121
ALR000046441,AL    ,332114
AL0000877969,AL    ,32512
AL0000859421,AL    ,56221
ALD983173253,AL    ,811121
ALR000047159,AL    ,212312
ALR000032847,AL    ,44411
ALR000029520,AL    ,11292
ALD983173931,AL    ,42111
ALD983173931,AL    ,441229
ALD981865553,AL    ,333994
ALD981029515,AL    ,81232
ALD983194077,AL    ,811121
ALR000040279,AL    ,23731
ALR000006809,AL    ,81232
ALD983190935,AL    ,811191
ALR000021881,AL    ,811111
ALR000037408,AL    ,811191
ALR000034579,AL    ,926120
ALR000015727,AL    ,32732
ALR000004382,AL    ,81232
ALD980583355,AL    ,42193
AL8360010344,AL    ,92314
ALD983194218,AL    ,45299
ALD981023518,AL    ,81232
ALR000032995,AL    ,44412
ALD124150335,AL    ,811111
ALR000049163,AL    ,452311
ALR000050187,AL    ,336414
ALR000010488,AL    ,54162
ALD983192444,AL    ,44111
ALR000044941,AL    ,811111
ALR000030130,AL    ,811191
ALD000652545,AL    ,321212
ALD983194200,AL    ,811111
ALR000047498,AL    ,811118
ALR000048116,AL    ,811111
ALD983171307,AL    ,42271
ALR000031922,AL    ,811121
ALD981751670,AL    ,61171
ALR000030742,AL    ,811191
ALD982167967,AL    ,811121
ALD982147670,AL    ,811111
ALR000008433,AL    ,446110
ALR000043307,AL    ,336415
ALD079109013,AL    ,33142
ALR000029413,AL    ,22132
ALR000039214,AL    ,452311
ALD983195355,AL    ,48621
ALD139659452,AL    ,48411
ALR000029918,AL    ,532412
ALR000022319,AL    ,71391
ALR000033944,AL    ,32712
ALD005557004,AL    ,32213
ALR000023010,AL    ,811191
ALD013456322,AL    ,311224
ALD983182171,AL    ,33711
ALD983182924,AL    ,42495
ALD983174707,AL    ,332114
ALD980848121,AL    ,811111
ALD983186362,AL    ,811121
ALR000039453,AL    ,811191
ALR000017319,AL    ,484220
ALR000025114,AL    ,811191
ALR000025114,AL    ,81111
ALR000048140,AL    ,811111
ALR000005397,AL    ,452311
ALR000015255,AL    ,21232
ALR000003301,AL    ,325998
ALD071937890,AL    ,562910
ALD983170887,AL    ,311615
ALR000031674,AL    ,811111
ALR000032367,AL    ,326199
ALD004022240,AL    ,23332
ALR000048082,AL    ,44122
ALD981751076,AL    ,811113
ALR000031088,AL    ,562112
ALD983169525,AL    ,811121
ALR000026740,AL    ,811191
ALR000048587,AL    ,33639
ALD082053422,AL    ,332431
ALN970819000,AL    ,321911
ALD981478605,AL    ,811112
ALR000007864,AL    ,49311
ALD983193103,AL    ,441110
ALR000038430,AL    ,48423
ALR000047472,AL    ,44412
ALD982090789,AL    ,336992
ALR000019430,AL    ,221112
ALR000040436,AL    ,33211
ALR000024315,AL    ,311615
ALR000007898,AL    ,48422
ALR000016980,AL    ,811118
ALD983183039,AL    ,332993
ALD983173337,AL    ,61131
ALR000042697,AL    ,48849
AL0000629154,AL    ,621511
ALR000045583,AL    ,324121
ALD983178377,AL    ,33651
ALR000033175,AL    ,441221
GAD981269095,AL    ,48423
ALD083742460,AL    ,44111
ALD055905079,AL    ,81149
ALD982082315,AL    ,53231
ALD067118018,AL    ,81232
AL0000063529,AL    ,44131
ALD982090821,AL    ,42299
ALR000037622,AL    ,92612
ALR000014712,AL    ,811118
ALD983173733,AL    ,326199
ALR000001446,AL    ,324121
ALR000031468,AL    ,811411
ALR000046995,AL    ,811111
AL4210400004,AL    ,92811
ALR000022590,AL    ,312113
ALD006900120,AL    ,811111
ALD067105015,AL    ,321912
ALR000029397,AL    ,32311
ALD079103495,AL    ,322130
ALD982146425,AL    ,811111
ALD982095580,AL    ,336412
AL3690307910,AL    ,92811
ALR000045062,AL    ,11331
ALR000017335,AL    ,484220
ALD983176082,AL    ,81111
ALR000001149,AL    ,32311
ALR000048900,AL    ,48819
ALR000054114,AL    ,332812
ALR000054130,AL    ,621210
ALD982097172,AL    ,332322
ALR000049247,AL    ,42469
ALR000054213,AL    ,441310
ALR000053710,AL    ,23832
ALD034046730,AL    ,321114
ALR000053363,AL    ,44131
ALD983167925,AL    ,332812
ALR000016261,AL    ,336112
ALD031499833,AL    ,32519
ALD059903641,AL    ,332813
ALD980844054,AL    ,336411
ALD000622852,AL    ,33111
ALD983166257,AL    ,334419
AL6210020776,AL    ,562112
ILD984835785,AL    ,562112
MID021087275,AL    ,484220
MI0000263871,AL    ,493190
OHD009865825,AL    ,484121
OHD046631743,AL    ,32552
OHR000162800,AL    ,42469
OKD007222128,AL    ,562112
TXR000050930,AL    ,488999
ARR000013243,AL    ,484122
OKD981588791,AL    ,48423
OKD982293334,AL    ,562991
KSD985016047,AL    ,56291
MAD084814136,AL    ,48422
CTR000506428,AL    ,56291
ALR000035345,AL    ,61111
ALR000024745,AL    ,486210
ALD981746340,AL    ,44131
ALR000030957,AL    ,336611
AL0000050286,AL    ,32311
ALR000031138,AL    ,44132
ALR000038174,AL    ,452210
AL0000359208,AL    ,811111
ALD983174376,AL    ,44131
ALR000015933,AL    ,21112
ALD063673636,AL    ,81232
ALD044889624,AL    ,49311
ALR000014480,AL    ,44132
ALR000017749,AL    ,81111
ALR000015743,AL    ,811191
ALR000052944,AL    ,446110
ALD983184417,AL    ,23511
ALR000005512,AL    ,811111
ALD149979767,AL    ,326121
ALD981868292,AL    ,81232
ALR000006528,AL    ,514199
ALD983192816,AL    ,611519
ALD983171240,AL    ,44131
ALD982095820,AL    ,44111
ALD982131567,AL    ,31211
ALD983174939,AL    ,52222
ALD983174939,AL    ,532111
ALD081384125,AL    ,321219
ALR000019026,AL    ,811111
ALR000044008,AL    ,42393
ALR000006221,AL    ,452311
ALR000003798,AL    ,44132
ALD983168113,AL    ,517311
ALR000043547,AL    ,811111
ALR000011338,AL    ,811121
ALR000011338,AL    ,44111
ALD004026654,AL    ,532412
ALD982124612,AL    ,336120
ALR000036871,AL    ,452311
ALR000025304,AL    ,44112
ALR000032805,AL    ,482112
ALR000041129,AL    ,452311
ALD038259933,AL    ,31321
ALD980843395,AL    ,48849
ALD982102311,AL    ,562111
ALR000007005,AL    ,221111
ALD981024508,AL    ,81111
ALR000046680,AL    ,44112
ALD031644446,AL    ,81232
ALR000005223,AL    ,333112
ALD044886844,AL    ,331222
ALD983193608,AL    ,5133
ALR000040592,AL    ,811121
ALR000039305,AL    ,482111
ALR000006270,AL    ,51111
ALR000032797,AL    ,81232
ALR000004168,AL    ,333923
ALR000020537,AL    ,441320
ALD982160749,AL    ,42311
ALR000041210,AL    ,54192
ALR000030858,AL    ,327993
ALR000036574,AL    ,23599
ALR000006411,AL    ,45299
ALD982146300,AL    ,54138
ALD031479157,AL    ,42271
ALD982087132,AL    ,453998
AL5210800004,AL    ,92811
TNR000027706,AL    ,485991
ALD040669715,AL    ,332321
ALR000037200,AL    ,327331
ALR000052142,AL    ,446110
ALR000052233,AL    ,44611
ALD004001467,AL    ,333291
ALR000052456,AL    ,336212
AL0000105338,AL    ,5133
ALD983177148,AL    ,333319
AL0000095448,AL    ,31321
ALR000013417,AL    ,326199
ALR000040915,AL    ,452311
ALD982112401,AL    ,811111
AL0000384727,AL    ,811111
ALD983170291,AL    ,42271
ALR000030890,AL    ,23622
AL0000063644,AL    ,81131
AL0000057190,AL    ,811121
ALR000006957,AL    ,48811
ALR000007112,AL    ,336399
ALR000007112,AL    ,336211
ALR000039560,AL    ,11411
ALD106009863,AL    ,811121
ALR000049916,AL    ,811111
ALR000023606,AL    ,45299
ALD008149908,AL    ,324121
ALD983168154,AL    ,44111
ALR000011478,AL    ,33991
ALR000021964,AL    ,811111
ALD983170333,AL    ,62431
ALR000034132,AL    ,452311
ALD004000790,AL    ,32211
ALR000001032,AL    ,314129
